actor_name,actor_dob,actor_gender,actor_ethnicity_label,actor_height,actor_age_at_release,freebase_movie_id,character_name
Erland Josephson,1923-06-15 00:00:00,M,Swedes,1.8,64.0,/m/0kvgnq,The Ambassador
Stellan Skarsgård,1951-06-13 00:00:00,M,Swedes,1.905,36.0,/m/0kvgnq,The Engineer
Alan Alda,1936-01-28 00:00:00,M,Irish Americans,1.88,45.0,/m/0kv083,Jack Burroughs
Roger Moore,1927-10-14 00:00:00,M,English people,1.85,53.0,/m/0g5pv3,James Bond
Charles Dance,1946-10-10 00:00:00,M,English people,1.91,34.0,/m/0g5pv3,Claus
Richard Pryor,1940-12-01 00:00:00,M,African Americans,1.78,37.0,/m/09896k,Zeke Brown
Harvey Keitel,1939-05-13 00:00:00,M,Polish Americans,1.71,38.0,/m/09896k,Jerry Bartowski
Rory Culkin,1989-07-21 00:00:00,M,Irish Americans,1.68,14.0,/m/048lh4,Sam Merric
Scott Mechlowicz,1981-01-17 00:00:00,M,Jewish people,1.829,22.0,/m/048lh4,Marty
Josh Peck,1986-11-10 00:00:00,M,Jewish people,1.83,17.0,/m/048lh4,George Tooney
James Caan,1940-03-26 00:00:00,M,Jewish people,1.76,53.0,/m/09fgyt,Sam Winters
Halle Berry,1966-08-14 00:00:00,F,White people,1.68,27.0,/m/09fgyt,Autumn Haley
Omar Epps,1973-07-20 00:00:00,M,African Americans,1.778,20.0,/m/09fgyt,Darnell Jefferson
Alia Shawkat,1989-04-18 00:00:00,F,Norwegians,1.66,10.0,/m/01bb9r,Amir's Daughter
Jamie Kennedy,1970-05-25 00:00:00,M,Irish Americans,1.84,29.0,/m/01bb9r,Walter Wogaman
Ice Cube,1969-06-15 00:00:00,M,African Americans,1.727,30.0,/m/01bb9r,Chief Elgin
Mark Wahlberg,1971-06-05 00:00:00,M,Swedish Americans,1.7,28.0,/m/01bb9r,Troy Barlow
George Clooney,1961-05-06 00:00:00,M,Irish Americans,1.8,38.0,/m/01bb9r,Archie Gates
John Wayne,1907-05-26 00:00:00,M,Scotch-Irish Americans,1.93,69.0,/m/079h70,J.B. Books
Lauren Bacall,1924-09-16 00:00:00,F,American Jews,1.727,51.0,/m/079h70,Bond Rogers
Ron Howard,1954-03-01 00:00:00,M,White Americans,1.75,22.0,/m/079h70,Gillom Rogers
James Stewart,1908-05-20 00:00:00,M,Scottish Americans,1.91,68.0,/m/079h70,Dr. Hostetler
Charlton Heston,1923-10-04 00:00:00,M,Scottish Americans,1.91,41.0,/m/07nv8b,Michelangelo
Kirk Douglas,1916-12-09 00:00:00,M,Russian Americans,1.75,77.0,/m/0fv46t,Uncle Joe
Michael J. Fox,1961-06-09 00:00:00,M,Canadian Americans,1.63,32.0,/m/0fv46t,Daniel
Kirsten Dunst,1982-04-30 00:00:00,F,German Americans,1.7,11.0,/m/0fv46t,Jolene
Ajith Kumar,1971-05-01 00:00:00,M,Sindhis,1.8,40.0,/m/0ch3r0j,Vinayak Mahadevan
Trisha Krishnan,1983-05-04 00:00:00,F,Malayali,1.73,28.0,/m/0ch3r0j,Sanjana
Lakshmi Rai,1989-05-05 00:00:00,F,Tulu people,1.7018,22.0,/m/0ch3r0j,Sona
Jeroen Krabbé,1944-12-05 00:00:00,M,Dutch,1.816,44.0,/m/037992,Eugene Ivanov
John Hurt,1940-01-22 00:00:00,M,English people,1.75,49.0,/m/037992,Stephen Ward
Joanne Whalley,1961-08-25 00:00:00,F,English people,1.63,27.0,/m/037992,Christine Keeler
Bridget Fonda,1964-01-27 00:00:00,F,White Americans,1.68,25.0,/m/037992,Mandy Rice-Davies
Leslie Phillips,1924-04-20 00:00:00,M,White British,1.74,64.0,/m/037992,Lord Astor
Britt Ekland,1942-10-06 00:00:00,F,Swedes,1.65,46.0,/m/037992,Mariella Novotny
Alisan Porter,1981-06-20 00:00:00,F,Jewish people,1.53,8.0,/m/047nfz,Taylor Buckman
Clint Howard,1959-04-20 00:00:00,M,Scottish people,1.689,30.0,/m/047nfz,Lou
Dianne Wiest,1948-03-28 00:00:00,F,Scottish Americans,1.638,41.0,/m/047nfz,Helen Buckman Lampkin Bowman
Mary Steenburgen,1953-02-08 00:00:00,F,Dutch Americans,1.727,36.0,/m/047nfz,Karen Buckman
Rick Moranis,1953-04-18 00:00:00,M,Jewish people,1.5494,36.0,/m/047nfz,Nathan Huffner
Keanu Reeves,1964-09-02 00:00:00,M,Irish people,1.86,24.0,/m/047nfz,Tod Higgins
Joaquin Phoenix,1974-10-28 00:00:00,M,Jewish people,1.73,14.0,/m/047nfz,Garry Buckman-Lampkin
Sidney Poitier,1927-02-20 00:00:00,M,African Americans,1.892,40.0,/m/05qm9f,Virgil Tibbs
Michael Douglas,1944-09-25 00:00:00,M,Scotch-Irish Americans,1.78,44.0,/m/09jqv1,Nick Conklin
Andy García,1956-04-12 00:00:00,M,Hispanic and Latino Americans,1.78,33.0,/m/09jqv1,Charlie Vincent
Luis Guzmán,1956-08-28 00:00:00,M,Stateside Puerto Ricans,1.71,33.0,/m/09jqv1,Frankie
Rae Dawn Chong,1961-02-28 00:00:00,F,Black Canadians,1.72,25.0,/m/06pgf2,Sarah Walker
Leslie Nielsen,1926-02-11 00:00:00,M,Scandinavian Americans,1.854,60.0,/m/06pgf2,Mr. Dunbar
Anthony Mackie,1978-09-23 00:00:00,M,African Americans,1.778,25.0,/m/0963mq,John Henry 'Jack' Armstrong
Kerry Washington,1977-01-31 00:00:00,F,African Americans,1.626,27.0,/m/0963mq,Fatima Goodrich
Ellen Barkin,1954-04-16 00:00:00,F,Russian Americans,1.7,50.0,/m/0963mq,Margo Chadwick
Monica Bellucci,1964-09-30 00:00:00,F,Italians,1.73,39.0,/m/0963mq,Simona Bonasera
Jim Brown,1936-02-17 00:00:00,M,African Americans,1.88,68.0,/m/0963mq,Geronimo Armstrong
Ossie Davis,1917-12-18 00:00:00,M,African Americans,1.91,86.0,/m/0963mq,Judge Buchanan
Brian Dennehy,1938-07-09 00:00:00,M,Irish Americans,1.905,66.0,/m/0963mq,Chairman Billy Church
Paula Jai Parker,1969-08-19 00:00:00,F,African Americans,1.575,34.0,/m/0963mq,Evelyn
Chiwetel Ejiofor,1977-07-10 00:00:00,M,British Nigerian,1.778,27.0,/m/0963mq,Frank Wills
James Caan,1940-03-26 00:00:00,M,Jewish people,1.76,51.0,/m/03b1y_,Eddie Sparks
Will Smith,1968-09-25 00:00:00,M,African Americans,1.88,33.0,/m/031t2d,Agent Jay
Rosario Dawson,1979-05-09 00:00:00,F,Puerto Ricans,1.702,23.0,/m/031t2d,Laura Vasquez
Tony Shalhoub,1953-10-09 00:00:00,M,Arab Americans,1.772,48.0,/m/031t2d,Jack Jeebs
David Cross,1964-04-04 00:00:00,M,British Americans,1.75,38.0,/m/031t2d,Newton
Anne Hathaway,1982-11-12 00:00:00,F,White people,1.73,25.0,/m/03h60_y,Claire Summers
Andre Braugher,1962-07-01 00:00:00,M,African Americans,1.829,46.0,/m/03h60_y,Perry
Dianne Wiest,1948-03-28 00:00:00,F,Scottish Americans,1.638,60.0,/m/03h60_y,Toni
Hugh Grant,1960-09-09 00:00:00,M,British,1.8,41.0,/m/0bpx1k,Will
Nicholas Hoult,1989-12-07 00:00:00,M,English people,1.89,12.0,/m/0bpx1k,Marcus
Sharon Small,1967-01-01 00:00:00,F,Scottish people,1.626,35.0,/m/0bpx1k,Christine
Natalia Tena,1984-11-01 00:00:00,F,Spaniards,1.66,17.0,/m/0bpx1k,Ellie
Rachel Weisz,1970-03-07 00:00:00,F,Ashkenazi Jews,1.7,32.0,/m/0bpx1k,Rachel
Augustus Prew,1987-09-17 00:00:00,M,English people,1.73,14.0,/m/0bpx1k,Ali
Annabelle Apsion,1963-03-22 00:00:00,F,English people,1.6,39.0,/m/0bpx1k,Amnesty International Worker
Grand L. Bush,1955-12-24 00:00:00,M,African Americans,1.82,32.0,/m/0p3_y,Little Johnson
Reginald VelJohnson,1952-08-16 00:00:00,M,African Americans,1.73,35.0,/m/0p3_y,Sgt. Al Powell
Hart Bochner,1956-10-03 00:00:00,M,Jewish people,1.85,31.0,/m/0p3_y,Harry Ellis
Alan Rickman,1946-02-21 00:00:00,M,British,1.854,42.0,/m/0p3_y,Hans Gruber
Andreas Wisniewski,1959-07-03 00:00:00,M,Germans,1.93,29.0,/m/0p3_y,Tony
Clarence Gilyard,1955-12-24 00:00:00,M,African Americans,1.75,32.0,/m/0p3_y,Theo
Brandon Lee,1965-02-01 00:00:00,M,Chinese Americans,1.83,27.0,/m/02p5xt,Jake Lo
Tyrone Power,1914-05-05 00:00:00,M,French Americans,1.82,38.0,/m/0bhbwgk,Mike Kells
50 Cent,1975-07-06 00:00:00,M,African Americans,1.829,30.0,/m/07s114,Marcus
Terrence Howard,1969-03-11 00:00:00,M,African Americans,1.84,36.0,/m/07s114,Bama
Joy Bryant,1976-10-19 00:00:00,F,Hispanic and Latino Americans,1.75,29.0,/m/07s114,Charlene
Bill Duke,1943-02-26 00:00:00,M,African Americans,1.93,62.0,/m/07s114,Levar
Omar Benson Miller,1978-10-07 00:00:00,M,African Americans,1.98,27.0,/m/07s114,Keryl
Liam Neeson,1952-06-07 00:00:00,M,Irish people,1.93,35.0,/m/03c2h8h,Martin Falcon
Julia Roberts,1967-10-28 00:00:00,F,English Americans,1.75,20.0,/m/03c2h8h,Daryle
Anne Hathaway,1982-11-12 00:00:00,F,White people,1.73,28.0,/m/08521z1,Jewel
Jesse Eisenberg,1983-10-05 00:00:00,M,Jewish people,1.75,27.0,/m/08521z1,Blu
Will.i.am,1975-03-15 00:00:00,M,African Americans,1.76,36.0,/m/08521z1,Pedro
Jamie Foxx,1967-12-13 00:00:00,M,African Americans,1.78,43.0,/m/08521z1,Nico
Jake T. Austin,1994-12-03 00:00:00,M,Polish Americans,1.7,16.0,/m/08521z1,Fernando
Rodrigo Santoro,1975-08-22 00:00:00,M,Italian Brazilians,1.9,35.0,/m/08521z1,Túlio
Jemaine Clement,1974-01-10 00:00:00,M,Māori,1.85,37.0,/m/08521z1,Nigel
George Lopez,1961-04-23 00:00:00,M,Mexican Americans,1.78,49.0,/m/08521z1,Rafael
Tracy Morgan,1968-11-10 00:00:00,M,African Americans,1.78,42.0,/m/08521z1,Luís
Wanda Sykes,1964-03-07 00:00:00,F,African Americans,1.57,47.0,/m/08521z1,Chloe
Judah Friedlander,1969-03-16 00:00:00,M,Croatian Americans,1.75,42.0,/m/08521z1,Tourist
Ally Sheedy,1962-06-13 00:00:00,F,American Jews,1.65,20.0,/m/08720,Jennifer Katherine Mack
Matthew Broderick,1962-03-21 00:00:00,M,Jewish people,1.73,21.0,/m/08720,David Lightman
Michael Ensign,1944-02-13 00:00:00,M,British Americans,1.88,39.0,/m/08720,Beringer's Aide
Sylvester Stallone,1946-07-06 00:00:00,M,Italian Americans,1.77,43.0,/m/0cwfgz,Frank Leone
Tom Sizemore,1961-11-29 00:00:00,M,Welsh people,1.8,27.0,/m/0cwfgz,Dallas
Danny Trejo,1944-05-16 00:00:00,M,Mexican Americans,1.68,45.0,/m/0cwfgz,Chink's Gang Member
Kate Beckinsale,1973-07-26 00:00:00,F,English people,1.7,36.0,/m/02qyyg5,Carrie Stetko
Columbus Short,1982-09-19 00:00:00,M,African Americans,1.78,26.0,/m/02qyyg5,Delfy
Alex O'Loughlin,1976-08-24 00:00:00,M,Irish people,1.861,33.0,/m/02qyyg5,Russell Haden
Mickey Rourke,1952-09-16 00:00:00,M,Irish Americans,1.8,31.0,/m/0bf1fd,Charlie
Talisa Soto,1967-03-27 00:00:00,F,Puerto Ricans,1.77,17.0,/m/0bf1fd,Studio Dancer
Matt Stone,1971-05-26 00:00:00,M,Irish Americans,1.87,27.0,/m/037s0_,Doug Remer
Yasmine Bleeth,1968-06-14 00:00:00,F,White people,1.651,30.0,/m/037s0_,Jenna Reed
Jenny McCarthy,1972-11-01 00:00:00,F,Irish Americans,1.7,25.0,/m/037s0_,Yvette Denslow
Greg Grunberg,1966-07-11 00:00:00,M,Jewish people,1.88,32.0,/m/037s0_,Wilke - New Jersey Informant
Lena Olin,1955-03-22 00:00:00,F,Swedes,1.778,44.0,/m/025_5c,Liana Telfer
Johnny Depp,1963-06-09 00:00:00,M,German Americans,1.78,36.0,/m/025_5c,Dean Corso
Frank Langella,1938-01-01 00:00:00,M,Italian Americans,1.93,61.0,/m/025_5c,Boris Balkan
Emmanuelle Seigner,1966-06-22 00:00:00,F,French,1.72,33.0,/m/025_5c,The Girl
James Russo,1953-04-23 00:00:00,M,Italian Americans,1.78,46.0,/m/025_5c,Bernie
Sylvester Stallone,1946-07-06 00:00:00,M,Italian Americans,1.77,54.0,/m/05nyqk,Jack Carter
Miranda Richardson,1958-03-03 00:00:00,F,English people,1.65,42.0,/m/05nyqk,Gloria
Rachael Leigh Cook,1979-10-04 00:00:00,F,Italian Americans,1.57,21.0,/m/05nyqk,Doreen
Rhona Mitra,1975-08-09 00:00:00,F,Irish people,1.676,25.0,/m/05nyqk,Geraldine
John C. McGinley,1959-08-03 00:00:00,M,Irish Americans,1.88,41.0,/m/05nyqk,Con McCarty
Alan Cumming,1965-01-27 00:00:00,M,Scottish people,1.78,35.0,/m/05nyqk,Jeremy Kinnear
Mickey Rourke,1952-09-16 00:00:00,M,Irish Americans,1.8,48.0,/m/05nyqk,Cyrus Paice
Madonna,1958-08-16 00:00:00,F,French Canadians,1.613,33.0,/m/02ndy4,Mae Mordabito
Rosie O'Donnell,1962-03-21 00:00:00,F,Irish Americans,1.7,30.0,/m/02ndy4,Doris Murphy
David Strathairn,1949-01-26 00:00:00,M,Native Hawaiians,1.83,43.0,/m/02ndy4,Ira Lowenstein
Bill Pullman,1953-12-17 00:00:00,M,White Americans,1.87,38.0,/m/02ndy4,Bob Hinson
Tom Hanks,1956-07-09 00:00:00,M,Portuguese Americans,1.83,35.0,/m/02ndy4,Jimmy Dugan
Téa Leoni,1966-02-25 00:00:00,F,Italian Americans,1.702,26.0,/m/02ndy4,Racine 1st Base
Virginia Madsen,1961-09-11 00:00:00,F,Danes,1.65,47.0,/m/043s2w5,Sara Campbell
Elias Koteas,1961-03-11 00:00:00,M,Greek Canadians,1.791,48.0,/m/043s2w5,Nicholas Popescu
Martin Donovan,1957-08-19 00:00:00,M,Irish Americans,1.85,51.0,/m/043s2w5,Peter Campbell
Drea de Matteo,1972-01-19 00:00:00,F,Italian Americans,1.68,30.0,/m/073f2t,Betsy
Stephen Dorff,1973-07-29 00:00:00,M,American Jews,1.7,28.0,/m/073f2t,Leon
Brad Renfro,1982-07-25 00:00:00,M,White Americans,1.73,19.0,/m/073f2t,Bobby
Matt Dillon,1964-02-18 00:00:00,M,Scottish Americans,1.83,38.0,/m/073f2t,Fritzy
Paul Walker,1973-09-12 00:00:00,M,Albanian Americans,1.86,35.0,/m/03hk756,Ben Garvey
Linda Cardellini,1975-06-25 00:00:00,F,Irish Americans,1.6,33.0,/m/03hk756,Julie Ingram
Brian Dennehy,1938-07-09 00:00:00,M,Irish Americans,1.905,47.0,/m/04q467,Det. Leo McCarthy
Angela Bassett,1958-08-16 00:00:00,F,African Americans,1.63,27.0,/m/04q467,TV reporter
Kate Beckinsale,1973-07-26 00:00:00,F,English people,1.7,38.0,/m/084h00h,Selene
Stephen Rea,1946-10-31 00:00:00,M,Irish people,1.791,65.0,/m/084h00h,Jacob
Sandrine Holt,1972-11-19 00:00:00,F,Eurasian,1.778,39.0,/m/084h00h,Lida
Ryan O'Neal,1941-04-20 00:00:00,M,White people,1.85,38.0,/m/0935w_,Eddie Scanlon
Barbra Streisand,1942-04-24 00:00:00,F,American Jews,1.65,37.0,/m/0935w_,Hillary Kramer
Fiona Shaw,1958-07-10 00:00:00,F,Irish people,1.73,34.0,/m/01dybc,Lena
Bob Hoskins,1942-10-26 00:00:00,M,Romanichal,1.68,50.0,/m/01dybc,Mario
John Leguizamo,1964-07-22 00:00:00,M,Hispanic and Latino Americans,1.73,28.0,/m/01dybc,Luigi
George Lopez,1961-04-23 00:00:00,M,Mexican Americans,1.78,48.0,/m/04yfcdd,Glaze
Jackie Chan,1954-04-07 00:00:00,M,Hongkongers,1.74,55.0,/m/04yfcdd,Bob Ho
Lucas Till,1990-08-10 00:00:00,M,White people,1.78,19.0,/m/04yfcdd,Larry
Billy Ray Cyrus,1961-08-25 00:00:00,M,Scotch-Irish Americans,1.83,48.0,/m/04yfcdd,Colton James
Richard Gere,1949-08-31 00:00:00,M,Irish Americans,1.8,43.0,/m/03w2y6,John Robert 'Jack' Sommersby
Bill Pullman,1953-12-17 00:00:00,M,White Americans,1.87,39.0,/m/03w2y6,Orin Meecham
Jodie Foster,1962-11-19 00:00:00,F,English Americans,1.6,30.0,/m/03w2y6,Laurel Sommersby
Richard Burton,1925-11-10 00:00:00,M,Welsh people,1.78,27.0,/m/04x04n,Philip Ashley
Olivia de Havilland,1916-07-01 00:00:00,F,British Americans,1.6,36.0,/m/04x04n,Rachel Sangalletti Ashley
Ione Skye,1970-09-04 00:00:00,F,Jewish people,1.65,18.0,/m/02vwqb,Diane Court
John Mahoney,1940-06-20 00:00:00,M,English Americans,1.73,48.0,/m/02vwqb,James Court
Lili Taylor,1967-02-20 00:00:00,F,White people,1.57,22.0,/m/02vwqb,Corey Flood
John Cusack,1966-06-28 00:00:00,M,Irish Americans,1.87,22.0,/m/02vwqb,Lloyd Dobler
Joan Cusack,1962-10-11 00:00:00,F,Irish Americans,1.75,26.0,/m/02vwqb,Constance Dobler
Jeremy Piven,1965-07-26 00:00:00,M,American Jews,1.78,23.0,/m/02vwqb,Mark
Bebe Neuwirth,1958-12-31 00:00:00,F,Jewish people,1.63,30.0,/m/02vwqb,Mrs. Evans
Tom Hanks,1956-07-09 00:00:00,M,Portuguese Americans,1.83,30.0,/m/0ctjdy,David Bradley
Olivia de Havilland,1916-07-01 00:00:00,F,British Americans,1.6,40.0,/m/0bbbl5q,Joan Fisk
Kevin Costner,1955-01-18 00:00:00,M,English Americans,1.85,30.0,/m/05jn1q,Gardner Barnes
Judd Nelson,1959-11-28 00:00:00,M,Jewish people,1.78,25.0,/m/05jn1q,Phil Hicks
Denzel Washington,1954-12-28 00:00:00,M,African Americans,1.84,43.0,/m/04bpzh,John Hobbes
John Goodman,1952-06-20 00:00:00,M,White Americans,1.88,45.0,/m/04bpzh,Jonesy
Donald Sutherland,1935-07-17 00:00:00,M,Scottish Americans,1.93,62.0,/m/04bpzh,Lt. Stanton
Embeth Davidtz,1965-08-11 00:00:00,F,French Americans,1.73,32.0,/m/04bpzh,Gretta Milano
James Gandolfini,1961-09-18 00:00:00,M,Italian Americans,1.848,36.0,/m/04bpzh,Lou
Elias Koteas,1961-03-11 00:00:00,M,Greek Canadians,1.791,36.0,/m/04bpzh,Edgar Reese
Damon Wayans,1960-09-04 00:00:00,M,African Americans,1.9,40.0,/m/01gwbq,Pierre Delacroix
Jada Pinkett Smith,1971-09-18 00:00:00,F,African Americans,1.52,29.0,/m/01gwbq,Sloan Hopkins
Tommy Davidson,1963-11-10 00:00:00,M,African Americans,1.67,36.0,/m/01gwbq,Womack
Paul Mooney,1941-08-04 00:00:00,M,African Americans,1.84,59.0,/m/01gwbq,Junebug
Nicolas Cage,1964-01-07 00:00:00,M,German Americans,1.83,43.0,/m/09wnnb,Benjamin Gates
Helen Mirren,1945-07-26 00:00:00,F,English people,1.63,62.0,/m/09wnnb,Emily Appleton
Harvey Keitel,1939-05-13 00:00:00,M,Polish Americans,1.71,68.0,/m/09wnnb,Sadusky
Justin Bartha,1978-07-21 00:00:00,M,Jewish people,1.73,29.0,/m/09wnnb,Riley Poole
Jon Voight,1938-12-29 00:00:00,M,Slovak Americans,1.892,68.0,/m/09wnnb,Patrick Gates
Zachary Gordon,1998-02-15 00:00:00,M,Jewish people,1.65,9.0,/m/09wnnb,Lincoln Conspiracy Kid
Barbra Streisand,1942-04-24 00:00:00,F,American Jews,1.65,41.0,/m/043n1r5,Yentl
Mandy Patinkin,1952-11-30 00:00:00,M,Jewish people,1.85,30.0,/m/043n1r5,Avigdor
Amy Irving,1953-09-10 00:00:00,F,Jewish people,1.63,30.0,/m/043n1r5,Hadass
Miriam Margolyes,1941-05-18 00:00:00,F,Belarusians,1.549,42.0,/m/043n1r5,Sarah
Barbra Streisand,1942-04-24 00:00:00,F,American Jews,1.65,41.0,/m/043n1r5,Anshel
Tanya Roberts,1955-10-15 00:00:00,F,Irish Americans,1.73,28.0,/m/079934,Sheena
Dennis Quaid,1954-04-09 00:00:00,M,Cajun,1.83,41.0,/m/0fz8lt,Eddie Bichon
Kyra Sedgwick,1965-08-19 00:00:00,F,Jewish people,1.65,29.0,/m/0fz8lt,Emma Rae King
Julia Roberts,1967-10-28 00:00:00,F,English Americans,1.75,27.0,/m/0fz8lt,Grace King Bichon
Jake Epstein,1987-01-16 00:00:00,M,Jewish people,1.88,20.0,/m/02vq583,Dustin Lauderbach
Kat Dennings,1986-06-13 00:00:00,F,Jewish people,1.64,20.0,/m/02vq583,Susan Gardner
Robert Downey Jr.,1965-04-04 00:00:00,M,Jewish people,1.75,42.0,/m/02vq583,Principal Nathan Gardner
Anton Yelchin,1989-03-11 00:00:00,M,Jewish people,1.75,18.0,/m/02vq583,Charlie Bartlett
Christian Bale,1974-01-30 00:00:00,M,English people,1.83,18.0,/m/03s44q,Jack Kelly
Ann-Margret,1941-04-28 00:00:00,F,Swedish Americans,1.65,50.0,/m/03s44q,Medda Larkson
Bill Pullman,1953-12-17 00:00:00,M,White Americans,1.87,38.0,/m/03s44q,Bryan Denton
Mary-Kate Olsen,1986-06-13 00:00:00,F,Danish Americans,1.57,22.0,/m/03cp0zq,Union
Ben Kingsley,1943-12-31 00:00:00,M,Indians,1.73,64.0,/m/03cp0zq,Dr. Squires
Famke Janssen,1965-11-05 00:00:00,F,Dutch Americans,1.83,42.0,/m/03cp0zq,Mrs. Squires
Josh Peck,1986-11-10 00:00:00,M,Jewish people,1.83,21.0,/m/03cp0zq,Luke Shapiro
Patricia Arquette,1968-04-08 00:00:00,F,French Americans,1.562,18.0,/m/08md07,Kristen Parker
Robert Englund,1947-06-06 00:00:00,M,Swedish Americans,1.75,39.0,/m/08md07,Freddy Krueger
Laurence Fishburne,1961-07-30 00:00:00,M,African Americans,1.84,25.0,/m/08md07,Max
Patrick Dempsey,1966-01-13 00:00:00,M,Irish Americans,1.79,25.0,/m/0g44ng,Charlie Farrow
Mary-Louise Parker,1964-08-02 00:00:00,F,Swedish Americans,1.73,30.0,/m/03ddd5,Robin
Drew Barrymore,1975-02-22 00:00:00,F,Irish Americans,1.63,19.0,/m/03ddd5,Holly
Niecy Nash,1970-02-23 00:00:00,F,African Americans,1.63,24.0,/m/03ddd5,Woman at Diner
Dustin Hoffman,1937-08-08 00:00:00,M,Jewish people,1.66,31.0,/m/0bl1_,Ratso Rizzo
Jon Voight,1938-12-29 00:00:00,M,Slovak Americans,1.892,30.0,/m/0bl1_,Joe Buck
Bob Balaban,1945-08-16 00:00:00,M,Jewish people,1.65,23.0,/m/0bl1_,The Young Student - New York
Gérard Depardieu,1948-12-27 00:00:00,M,French,1.803,52.0,/m/073kjj,Félix Santini
Natascha McElhone,1969-12-14 00:00:00,F,English people,1.727,32.0,/m/07mwp6,Deborah
Heather Graham,1970-01-29 00:00:00,F,White Americans,1.73,32.0,/m/07mwp6,Alice
Joseph Fiennes,1970-05-27 00:00:00,M,English people,1.83,31.0,/m/07mwp6,Adam Tallis
Ulrich Thomsen,1963-12-06 00:00:00,M,Danes,1.8,38.0,/m/07mwp6,Klaus
Paul Newman,1925-01-26 00:00:00,M,Slovak Americans,1.77,36.0,/m/0283_zv,Eddie Felson
Bae Yong Joon,1972-08-29 00:00:00,M,Koreans,1.8,31.0,/m/04qdk5,Cho Won
Jeon Do-yeon,1973-02-11 00:00:00,F,Koreans,1.62,30.0,/m/04qdk5,Suk
Shannyn Sossamon,1978-10-03 00:00:00,F,German Americans,1.715,29.0,/m/0d71hm,Beth Raymond
Edward Burns,1968-01-29 00:00:00,M,Irish Americans,1.85,39.0,/m/0d71hm,Det. Jack Andrews
Meagan Good,1981-08-08 00:00:00,F,African Americans,1.65,26.0,/m/0d71hm,Shelley Baum
Margaret Cho,1968-12-05 00:00:00,F,Korean Americans,1.65,39.0,/m/0d71hm,Det. Mickey Lee
Chris Tucker,1971-08-31 00:00:00,M,African Americans,1.83,23.0,/m/016rw2,Smokey
Ice Cube,1969-06-15 00:00:00,M,African Americans,1.727,25.0,/m/016rw2,Craig
John Witherspoon,1942-01-27 00:00:00,M,Scottish Americans,1.78,53.0,/m/016rw2,Willie Jones
Nia Long,1970-10-30 00:00:00,F,Afro Trinidadians and Tobagonians,1.57,24.0,/m/016rw2,Debbie
Anna Maria Horsford,1948-03-06 00:00:00,F,African Americans,1.73,47.0,/m/016rw2,Mrs. Jones
Faizon Love,1968-06-14 00:00:00,M,Afro-Cuban,1.77,26.0,/m/016rw2,Big Worm
Michael Clarke Duncan,1957-12-10 00:00:00,M,African Americans,1.96,37.0,/m/016rw2,Craps Player
Tommy 'Tiny' Lister,1958-06-24 00:00:00,M,African Americans,1.96,36.0,/m/016rw2,Deebo
Regina King,1971-01-15 00:00:00,F,African Americans,1.6,24.0,/m/016rw2,Dana Jones
Paula Jai Parker,1969-08-19 00:00:00,F,African Americans,1.575,25.0,/m/016rw2,Joi
Bernie Mac,1957-10-05 00:00:00,M,African Americans,1.892,37.0,/m/016rw2,Pastor Clever
Tzi Ma,1962-06-10 00:00:00,M,Chinese Americans,1.645,36.0,/m/02gpkt,Consul Han
Jackie Chan,1954-04-07 00:00:00,M,Hongkongers,1.74,44.0,/m/02gpkt,Lee
Tom Wilkinson,1948-02-05 00:00:00,M,English people,1.85,50.0,/m/02gpkt,Thomas Griffin
Chris Tucker,1971-08-31 00:00:00,M,African Americans,1.83,27.0,/m/02gpkt,Detective James Carter
Chris Penn,1965-10-10 00:00:00,M,Jewish people,1.78,32.0,/m/02gpkt,Clive
Tom Wilkinson,1948-02-05 00:00:00,M,English people,1.85,50.0,/m/02gpkt,Juntao
Tom Selleck,1945-01-29 00:00:00,M,Americans,1.93,44.0,/m/0dw20n,Phil Blackwood
Jesse Metcalfe,1978-12-09 00:00:00,M,French Americans,1.772,30.0,/m/0by18s2,C.J. Nicholas
Michael Douglas,1944-09-25 00:00:00,M,Scotch-Irish Americans,1.78,64.0,/m/0by18s2,Mark Hunter
Orlando Jones,1968-04-10 00:00:00,M,African Americans,1.8034,40.0,/m/0by18s2,Ben Nickerson
Tom Arnold,1959-03-06 00:00:00,M,Jewish people,1.88,50.0,/m/05zrdxt,Sully
Zoe Saldana,1978-06-19 00:00:00,F,Dominican Americans,1.7,30.0,/m/05zrdxt,Cassie
Charlton Heston,1923-10-04 00:00:00,M,Scottish Americans,1.91,48.0,/m/08rcfk,Capt. Henry 'Hank' O'Hara
Rosey Grier,1932-07-14 00:00:00,M,African Americans,1.95,39.0,/m/08rcfk,Gary Brown
Leslie Uggams,1943-05-25 00:00:00,F,African Americans,1.664,28.0,/m/08rcfk,Lovejoy Wells
Juliette Binoche,1964-03-09 00:00:00,F,French,1.68,47.0,/m/0gky5yb,Anne
Kris Kristofferson,1936-06-22 00:00:00,M,Swedish Americans,1.79,75.0,/m/0g54bw9,Bernard Sparrow
Queen Latifah,1970-03-18 00:00:00,F,African Americans,1.78,41.0,/m/0g54bw9,Vi Rose Hill
Dolly Parton,1946-01-19 00:00:00,F,Scotch-Irish Americans,1.524,65.0,/m/0g54bw9,G.G. Sparrow
Keke Palmer,1993-08-26 00:00:00,F,African Americans,1.62,18.0,/m/0g54bw9,Olivia Hill
Jeff Goldblum,1952-10-22 00:00:00,M,Jewish people,1.94,43.0,/m/07_l0f,Donald Ripley
